2.216223478317260742e+00,9.030745178461074829e-02
1.646517753601074219e+00,5.496659502387046814e-02
2.430948495864868164e+00,7.643634825944900513e-02
2.137303352355957031e+00,5.352593213319778442e-02
1.925122022628784180e+00,6.489781290292739868e-02
2.803882837295532227e+00,1.865473091602325439e-01
2.490494728088378906e+00,1.599841266870498657e-01
2.655552387237548828e+00,1.078206300735473633e-01
2.494165182113647461e+00,7.601423561573028564e-02
2.405718088150024414e+00,1.069575622677803040e-01
2.871125698089599609e+00,1.936456859111785889e-01
3.085505485534667969e+00,1.741330474615097046e-01
2.905777215957641602e+00,1.985425949096679688e-01
2.659970760345458984e+00,1.235964968800544739e-01
2.781201601028442383e+00,9.431415051221847534e-02
3.297506332397460938e+00,1.639389693737030029e-01
3.056392669677734375e+00,1.271469742059707642e-01
2.931513547897338867e+00,1.957275569438934326e-01
3.123795986175537109e+00,1.779151409864425659e-01
3.328075885772705078e+00,2.518360912799835205e-01
3.008400917053222656e+00,1.152495443820953369e-01
2.983331680297851562e+00,1.821004897356033325e-01
2.992550373077392578e+00,1.853056252002716064e-01
3.354454517364501953e+00,2.100378870964050293e-01
3.107306241989135742e+00,2.208311110734939575e-01
3.390944957733154297e+00,2.290774881839752197e-01
3.240393400192260742e+00,2.102826237678527832e-01
3.163035869598388672e+00,1.638131588697433472e-01
3.299343824386596680e+00,1.925199925899505615e-01
3.123236179351806641e+00,1.649518609046936035e-01
3.240087509155273438e+00,9.560374170541763306e-02
3.694520473480224609e+00,2.175511717796325684e-01
3.481994152069091797e+00,1.824186146259307861e-01
3.219894886016845703e+00,1.943729072809219360e-01
3.309243679046630859e+00,1.128979250788688660e-01
3.396514177322387695e+00,2.938162386417388916e-01
2.999798774719238281e+00,2.255672216415405273e-01
3.618916034698486328e+00,2.977588474750518799e-01
3.890737533569335938e+00,3.419786691665649414e-01
2.964616298675537109e+00,1.986923813819885254e-01
3.234732866287231445e+00,1.908493638038635254e-01
3.062993764877319336e+00,1.635501980781555176e-01
3.211215257644653320e+00,1.878868788480758667e-01
3.355204105377197266e+00,1.730737835168838501e-01
3.231752872467041016e+00,1.341826766729354858e-01
3.190935134887695312e+00,1.989506334066390991e-01
3.031862020492553711e+00,8.917424082756042480e-02
3.178499460220336914e+00,2.788349390029907227e-01
3.223009109497070312e+00,2.598554491996765137e-01
3.253837585449218750e+00,1.271733790636062622e-01
3.163529157638549805e+00,1.940175443887710571e-01
3.093162775039672852e+00,2.108218371868133545e-01
3.483146190643310547e+00,2.050388902425765991e-01
3.047609567642211914e+00,2.061245292425155640e-01
3.339877605438232422e+00,1.358055919408798218e-01
3.193897962570190430e+00,2.238173633813858032e-01
3.319016933441162109e+00,2.185912132263183594e-01
3.039057254791259766e+00,1.586894690990447998e-01
3.010626316070556641e+00,1.748108267784118652e-01
3.139110088348388672e+00,1.577166020870208740e-01
3.082464933395385742e+00,2.398024052381515503e-01
3.372325420379638672e+00,2.220449000597000122e-01
3.187910556793212891e+00,1.362304091453552246e-01
3.233832836151123047e+00,2.030439376831054688e-01
3.192106008529663086e+00,2.843942940235137939e-01
3.246455430984497070e+00,1.917068362236022949e-01
3.321528196334838867e+00,2.589803636074066162e-01
3.238694429397583008e+00,1.581939309835433960e-01
2.963417530059814453e+00,2.018824517726898193e-01
3.026119709014892578e+00,2.191372513771057129e-01
3.249654054641723633e+00,2.432887852191925049e-01
3.117377042770385742e+00,1.359374970197677612e-01
3.070011854171752930e+00,1.814027726650238037e-01
3.368537187576293945e+00,2.218268364667892456e-01
2.907596111297607422e+00,1.572532802820205688e-01
3.009855270385742188e+00,1.753706336021423340e-01
3.190547704696655273e+00,1.782523840665817261e-01
3.302481889724731445e+00,2.323351502418518066e-01
2.964165210723876953e+00,1.619892120361328125e-01
3.007403850555419922e+00,2.350799441337585449e-01
2.926835536956787109e+00,1.537007838487625122e-01
3.165339946746826172e+00,1.795530915260314941e-01
3.135681867599487305e+00,2.207319736480712891e-01
3.107572793960571289e+00,2.146622687578201294e-01
3.079264402389526367e+00,1.719516515731811523e-01
3.152802705764770508e+00,2.338361442089080811e-01
3.161272525787353516e+00,1.163955107331275940e-01
2.959032535552978516e+00,2.182592898607254028e-01
3.048860073089599609e+00,2.057145237922668457e-01
3.010363101959228516e+00,2.108597606420516968e-01
3.121964693069458008e+00,9.893121570348739624e-02
2.991058111190795898e+00,2.681340873241424561e-01
3.017460584640502930e+00,1.234932318329811096e-01
3.042178153991699219e+00,1.919991225004196167e-01
3.054227828979492188e+00,2.093271762132644653e-01
2.921921014785766602e+00,1.109268516302108765e-01
3.025157213211059570e+00,2.238921821117401123e-01
3.257061719894409180e+00,2.684392035007476807e-01
3.097419738769531250e+00,2.020293474197387695e-01
3.286961078643798828e+00,2.264477461576461792e-01
