2.132360219955444336e+00,1.036605313420295715e-01
2.326735019683837891e+00,1.017925962805747986e-01
2.322402954101562500e+00,1.099247410893440247e-01
2.925176382064819336e+00,1.382790058851242065e-01
2.672078132629394531e+00,1.895788758993148804e-01
2.760124444961547852e+00,1.922973841428756714e-01
3.049927234649658203e+00,2.293957620859146118e-01
2.862106800079345703e+00,2.103620320558547974e-01
3.555123805999755859e+00,1.502964049577713013e-01
3.104175090789794922e+00,2.156660407781600952e-01
3.727746963500976562e+00,2.239940315485000610e-01
3.401153087615966797e+00,1.604697853326797485e-01
3.179625988006591797e+00,1.451667994260787964e-01
3.670548677444458008e+00,2.166340053081512451e-01
3.379277467727661133e+00,1.613774746656417847e-01
3.718800306320190430e+00,3.327675759792327881e-01
3.739116668701171875e+00,2.847125232219696045e-01
3.210920333862304688e+00,1.689713448286056519e-01
3.123671054840087891e+00,1.680041998624801636e-01
3.797563076019287109e+00,2.797301709651947021e-01
3.660885572433471680e+00,1.294369995594024658e-01
3.439816236495971680e+00,1.277853101491928101e-01
3.371595382690429688e+00,2.720322608947753906e-01
3.209534883499145508e+00,1.970984786748886108e-01
3.139651775360107422e+00,1.337236762046813965e-01
3.294542312622070312e+00,1.314101517200469971e-01
3.316929578781127930e+00,2.588186860084533691e-01
3.127614736557006836e+00,1.178456768393516541e-01
3.522986888885498047e+00,2.059099972248077393e-01
3.242266893386840820e+00,2.243554294109344482e-01
3.260740756988525391e+00,1.733318716287612915e-01
2.996185541152954102e+00,1.954413354396820068e-01
2.963241338729858398e+00,1.782511770725250244e-01
3.039237737655639648e+00,2.163374572992324829e-01
3.159385204315185547e+00,1.943845301866531372e-01
3.109828233718872070e+00,2.095641642808914185e-01
3.307398319244384766e+00,2.709760665893554688e-01
3.278371334075927734e+00,2.046009153127670288e-01
3.069207429885864258e+00,1.481854319572448730e-01
3.123822212219238281e+00,1.367292106151580811e-01
3.180203676223754883e+00,1.317413300275802612e-01
3.143100261688232422e+00,1.278089135885238647e-01
3.016624689102172852e+00,2.295357584953308105e-01
3.133663177490234375e+00,2.387600839138031006e-01
3.226106166839599609e+00,1.494181603193283081e-01
2.951421499252319336e+00,1.807663887739181519e-01
3.214266300201416016e+00,2.032557874917984009e-01
3.082341670989990234e+00,1.342878192663192749e-01
3.332389831542968750e+00,2.314851433038711548e-01
3.249451398849487305e+00,1.777587980031967163e-01
3.313763141632080078e+00,1.863289922475814819e-01
3.127530097961425781e+00,1.212801337242126465e-01
3.005611896514892578e+00,2.206005752086639404e-01
3.226034641265869141e+00,9.138464182615280151e-02
3.162763595581054688e+00,1.513189524412155151e-01
2.914260387420654297e+00,1.740930825471878052e-01
3.127130031585693359e+00,1.501160562038421631e-01
3.067140579223632812e+00,1.409313529729843140e-01
3.105011224746704102e+00,1.750842630863189697e-01
3.174744606018066406e+00,2.041382640600204468e-01
3.020915985107421875e+00,2.949933409690856934e-01
3.134637117385864258e+00,1.799945533275604248e-01
3.123403072357177734e+00,1.842992752790451050e-01
2.933230161666870117e+00,2.428096979856491089e-01
3.146839141845703125e+00,1.784349679946899414e-01
2.952091217041015625e+00,2.763879895210266113e-01
3.119473934173583984e+00,1.928685903549194336e-01
3.177144289016723633e+00,1.107703223824501038e-01
3.027964353561401367e+00,2.406222075223922729e-01
3.257187604904174805e+00,2.646025717258453369e-01
2.985975503921508789e+00,1.259450018405914307e-01
2.977730989456176758e+00,2.544107437133789062e-01
3.126315832138061523e+00,1.373607963323593140e-01
3.034029722213745117e+00,1.903443336486816406e-01
3.165002346038818359e+00,1.999244689941406250e-01
3.078718423843383789e+00,1.962220370769500732e-01
2.955602169036865234e+00,2.551337480545043945e-01
3.161695957183837891e+00,1.488908082246780396e-01
3.173804759979248047e+00,1.925996989011764526e-01
2.933208703994750977e+00,1.241171285510063171e-01
3.166536808013916016e+00,2.951812744140625000e-01
2.941373348236083984e+00,2.021920531988143921e-01
3.162662029266357422e+00,2.540529668331146240e-01
3.200275421142578125e+00,1.462905555963516235e-01
3.093224048614501953e+00,2.436398863792419434e-01
2.972594261169433594e+00,2.699559032917022705e-01
3.038596630096435547e+00,1.652336269617080688e-01
3.017230510711669922e+00,2.255946099758148193e-01
2.929280757904052734e+00,1.158596500754356384e-01
3.294224500656127930e+00,1.305471509695053101e-01
2.895941495895385742e+00,1.019987836480140686e-01
3.103160381317138672e+00,1.752517521381378174e-01
3.078313589096069336e+00,1.653060615062713623e-01
